speaker,marker,job_title,utterance,filename,financial_quarter,call_date
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorganChase","['ve', 'gotten', 'closer', 'normalized', 'nii', 'normalized', 'credit']",4q24-earnings-transcript.pdf,4Q24,2025-01-15
Jeremy Barnum,A,"Chief Financial Officer, JPMorganChase","['yeah', 'worth', 'noting', 'nii', 'markets', 'yearonyear', 'there', 'normalization', 'there']",4q24-earnings-transcript.pdf,4Q24,2025-01-15
Ebrahim H. Poonawala,Q,"Analyst, BofA Securities, Inc.","['good', 'morning', 'guess', 'two', 'questions', 'terms', 'areas', 'vulnerability', 'heard', 'you', 'jeremy', 'lending', 'side', 'lots', 'crosscurrents', 'like', 'anchor', 'fact', 'new', 'administration', 'that', 'taking', 'place', 'take', 'office', 'focus', 'domestic', 'capex', 'even', 'get', 'rates', 'cut', 'look', 'customer', 'base', 'see', 'areas', 'vulnerability', 'tariffs', 'lack', 'additional', 'relief', 'fed', 'yeah', 'would', 'love', 'hear', 'credit', 'quality', 'perspective', 'rate', 'cuts', 'might', 'mean']",4q24-earnings-transcript.pdf,4Q24,2025-01-15
Jeremy Barnum,A,"Chief Financial Officer, JPMorganChase","['yeah', 'think', 'kind', 'answered', 'questions', 'sense', 'like', 'talked', 'lot', 'first', 'launched', 'initiative', 'think', 'comparison', 'players', 'apt', 'current', 'moment', 'that', 'say', 'like', 're', 'special', 'anything', 'strategy', 'different', 'different', 'moment', 'new', 'initiative', 'obviously', 'riskfree', 'going', 'pretty', 'well', 'pointing', 'obvious', 'think', 'worth', 'obviously', 'considered', 'risks', 'opportunities', 'associated', 'decision', 'one', 'strategic', 'initiatives', 'get', 'scrutinized', 'quite', 'aggressively', 'management', 'processes']",4q24-earnings-transcript.pdf,4Q24,2025-01-15
Matt O'Connor,Q,"Analyst, Deutsche Bank Securities, Inc.","['okay', 'thank', 'you']",4q24-earnings-transcript.pdf,4Q24,2025-01-15
Matt O'Connor,Q,"Analyst, Deutsche Bank Securities, Inc.","['okay', 'separately', 'strategic', 'question', 'there', 'reports', 'expanding', 'consumer', 'banking', 'business', 'globally', 'guess', 'want', 'push', 'really', 'seen', 'banks', 'successful', 'way', 'obviously', 'approach', 'kind', 'coming', 'position', 'strength', 'leading', 'digitally', 'guess', 'wondering', 'like', 'worth', 'enough', 'upside', 'justify', 'maybe', 'increased', 'regulatory', 'execution', 'risk', 'global', 'consumer', 'banking']",4q24-earnings-transcript.pdf,4Q24,2025-01-15
Jeremy Barnum,A,"Chief Financial Officer, JPMorganChase","['hey', 'betsy']",4q24-earnings-transcript.pdf,4Q24,2025-01-15
Betsy L. Graseck,Q,"Analyst, Morgan Stanley & Co. LLC","['guys', 'hear', 'okay', 'right', 'want', 'make', 'sure', 'hear', 'great', 'call', 'first', 'congratulations', 'great', 'quarter', 'great', 'call', 'lot', 'robust', 'questions', 'here', 'like', 'else', 'ask', 'here', 'question', 'think', 'nii', 'outlook', 'highlighted', 'nim', 'pressure', 'loan', 'basically', 'balance', 'increasing', 'here', 'right', 'maybe', 'could', 'speak', 'could', 'help', 'understand', 'order', 'drivers', 'going', 'away', 'deposits', 'going', 'punch', 'securities', 'loan', 'growth', 'inflecting', 'place', 'franchise', 'see', 'loan', 'growth', 'opportunities', 'inflection', 'coming', 'year', 'lastly', 'think', 'comments', 'around', 'got', 'green', 'market', 'share', 'number', 'one', 'got', 'yellow', 'got', 'red', 'places', 'maybe', 'nt', 'see', 'could', 'help', 'understand', 'yellows', 'reds', 'are', 'scattered', 'everybody', 'every', 'single', 'business', 'one', 'others', 'and', 'therefore', 'opportunities', 'balance', 'sheet', 'fee', 'generative', 'that', 'kind', 'like', 'discuss', 'minute', 'thanks']",4q24-earnings-transcript.pdf,4Q24,2025-01-15
Jeremy Barnum,A,"Chief Financial Officer, JPMorganChase","['sure', 'yeah', 'let', 'take', 'crack', 'that', 'betsy', 'loan', 'growth', 'think', 'looking', 'areas', 'might', 'inflect', 'thing', 'think', 'frankly', 'would', 'category', 'certainly', 'terms', 'meaningful', 'company', 'performance', 'would', 'acquisition', 'finance', 'that', 'relatively', 'muted', 'function', 'environment', 'picks', 'could', 'see', 'there', 'now', 'loans', 'necessarily', 'keep', 'balance', 'sheet', 'long', 'whether', 'shows', 'fees', 'nii', 'whatever', 'separate', 'issue', 'see', 'like', 'presentation', 'page', 'nii', 'outlook', 'know', 'card', 'loan', 'growth', 'revolve', 'normalization', 'significant', 'tailwind', 'also', 'driver', 'growth', 'again', 'based', 'current', 'guess', 'future', 'decelerating', 'little', 'bit', 'rather', 'opposite', 'still', 'growing', 'trend', 'obviously', 'great', 'sign', 'strength', 'franchise', 'amount', 'engagement', 're', 'getting', 'card', 'clients', 'big', 'normalization', 'tailwinds', 'gone', 'know', 'well', 'state', 'mortgage', 'market', 'given', 'rates', 'rates', 'also', 'headwind', 'pockets', 'like', 'multifamily', 'lending', 'business', 'margin', 'yeah', 'think', 'higher', 'growth', 'environment', 'little', 'bit', 'optimism', 'could', 'see', 'bit', 'loan', 'growth', 'business', 'banking', 'could', 'see', 'bit', 'growth', 'margin', 'yes', 'think', 'place', 'might', 'see', 'inflection', 'areas', 'dealdriven', 'would', 'say', 'll', 'see', 'll', 'see', 'happens', 'there', 'terms', 'reds', 'ambers', 'green', 'think', 'know', 'them', 'right', 'they', 're', 'aligned', 'big', 'longstanding', 'investment', 'strategies', 'biggest', 'single', 'one', 'arguably', 'might', 'call', 'affluent', 'section', 'wealth', 'management', 'space', 'significantly', 'underpenetrated', 'relative', 'number', 'households', 'bank', 'country', 'capabilities', 'brand', 'think', 'bring', 'table', 'that', 're', 'pushing', 'hard', 'front', 'think', 'get', 'share', 'completes', 'franchise', 'nicely', 'bunch', 'examples', 'elsewhere', 'talk', 'lot', 'drilling', 'inside', 'markets', 'business', 'inside', 'investment', 'banking', 'finding', 'places', 'even', 'aggregate', 'global', 'sector', 'level', 'look', 'great', 'given', 'region', 'given', 'subsector', 'better', 'mentioned', 'continue', 'look', 'aggressively', 'ever']",4q24-earnings-transcript.pdf,4Q24,2025-01-15
Betsy L. Graseck,Q,"Analyst, Morgan Stanley & Co. LLC","['thank', 'you']",4q24-earnings-transcript.pdf,4Q24,2025-01-15
Jeremy Barnum,A,"Chief Financial Officer, JPMorganChase","['thank', 'you', 'betsy']",4q24-earnings-transcript.pdf,4Q24,2025-01-15
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorganChase","['hey', 'betsy']",4q24-earnings-transcript.pdf,4Q24,2025-01-15
Steven Chubak,Q,"Analyst, Wolfe Research LLC","['thank', 'color', 'quick', 'followup', 'drilling', 'nii', 'appears', 'redeployed', 'fair', 'amount', 'cash', 'excess', 'reserves', 'fed', 'securities', 'saw', 'yield', 'expand', 'encouraging', 'despite', 'pressure', 'long', 'end', 'sofr', 'contraction', 'quarter', 'hoping', 'could', 'speak', 'appetite', 'extend', 'duration', 'environment', 'know']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['give', 'view', 'expense', 'little', 'bit', 'call', 'expenses', 'often', 'call', 'investments', 'actually', 'back', 'investor', 'day', 'see', 're', 'adding', 'private', 'bankers', 'asset', 'wealth', 'management', 're', 'adding', 'etf', 'asset', 'wealth', 'management', 're', 'adding', 'private', 'bankers', 'international', 'private', 'banking', 're', 'growing', 'chase', 'wealth', 'management', 've', 'added', 'branches', 'across', 'united', 'states', 'america', 'think', 'huge', 'opportunities', 'innovation', 'economy', 'takes', 'bankers', 'certain', 'technology', 'stuff', 'like', 'that', 'goal', 'gain', 'share', 'everything', 'get', 'really', 'good', 'returns', 'look', 'that', 'opportunities', 'expenses', 'actually', 'punish', 'ourself', 'get', 'show', 'kind', 'extensively', 'cost', 'productivity', 'various', 'things', 'also', 'going', 'little', 'bit', 'would', 'put', 'category', 'going', 'generate', 'great', 'stuff', 'time']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['sure', 'good', 'question', 'agree', 'numbers', 'agree', 'way', 'normalized', 'year', 'onetime', 'type', 'significant', 'items', 'also', 'consensus', 'daniel', 'made', 'comments', 're', 'would', 'also', 'remind', 'nii', 'comments', 'time', 'consensus', 'year', '', 'billion', 'next', 'year', 'billion', 'implying', 'time', 'sequential', 'decline', '', 'billion', 'felt', 'decline', 'big', 'enough', 'made', 'comments', 'made', 'happy', 'expand', 'that', 'anyway', 'expenses', 'yeah', 'start', 'sake', 'argument', 'base', 'billion', 'obviously', 'inflation', 'normalizing', 'obviously', 're', 'always', 'trying', 'generate', 'efficiencies', 'offset', 'inflation', 'but', 'said', 'assume', 'sake', 'argument', 'base', 'that', 'billion', 'dollars', 'right', 'gates', 're', 'working', 'against', 'that', 'one', 'thing', 'thing', 'continued', 'execute', 'growth', 'strategies', 'year', 'there', 'insignificant', 'amount', 'annualization', 'nt', 'quite', 'see', 'fourth', 'quarter', 'numbers', 'seasonality', 'incentive', 'comp', 'strip', 'out', 'would', 'see', 'probably', 'sequential', 'increases', 'annualization', 'additional', 'headwind', 'thing', 'that', 'worth', 'noting', 'expect', 'fees', 'volumerelated', 'businesses', 'grow', 'next', 'year', 'else', 'equal', 'would', 'come', 'higher', 'expense', 'loading', 'assemble', 'those', 'goes', 'long', 'way', 'explain', 'sort', 'consensus', 'number', 'slightly', 'billion', 'seemed', 'light', 'terms', 'priorities', 'investments', 'really', 'nothing', 'changed', 'like', 'strategy', 'changed', 'strategy', 'changed', 'plans', 'changed', 're', 'kind', 'executing', 'longterm', 'perspective', 've', 'always', 'had', 'would', 'note', 'relative', 'nii', 'obviously', 're', 'third', 'quarter', 'now', 'fourth', 'quarter', 'old', 'days', 'used', 'give', 'guidance', 'investor', 'day', 'late', 'february', 'give', 'formal', 'expense', 'guidance', 'next', 'quarter', 'both', 'well', 'expenses', 'nii', 'next', 'quarter', 'especially', 'expenses', 'middle', 'budget', 'cycle', 'right', 'probably', 'little', 'less', 'visibility', 'margin', 'nii']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Steven Chubak,Q,"Analyst, Wolfe Research LLC","['good', 'morning', 'jeremy', 'you', 'want', 'ask', 'expenses', 'light', 'comments', 'daniel', 'made', 'recently', 'noting', 'consensus', 'expense', 'forecast', 'next', 'year', 'looked', 'little', 'bit', 'light', 'believe', 'time', 'billion', 'adjust', 'onetimers', 'year', 'would', 'suggest', 'core', 'expense', 'base', 'that', 'billion', 'pretty', 'healthy', 'stepup', 'expenses', 'know', 'always', 'strong', 'commitment', 'discipline', 'around', 'investment', 'want', 'better', 'understand', 'incremental', 'dollars', 'deployed', 'investments', 'prioritized', 'particular', 'looking', 'next', 'year']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jim Mitchell,Q,"Analyst, Seaport Global Securities LLC","['hey', 'good', 'morning', 'jeremy', 'highlighted', 'full', 'year', 'nii', 'guidance', 'implies', 'sizable', 'drop', 'nii', 'markets', 'maybe', 'discuss', 'largest', 'drivers', 'sequential', 'decline', 'including', 'initial', 'thoughts', 'deposit', 'behavior', 'pricing', 'since', 'basis', 'point', 'cut', 'since', 'related', 'll', 'throw', 'followup', 'question', 'realize', 'forward', 'curve', 'moving', 'around', 'lot', 'since', 'dan', 'brought', 'month', 'ago', 'frame', 'thinking', 'nii', 'trajectory', 'thanks']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.",['thanks'],jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jim Mitchell,Q,"Analyst, Seaport Global Securities LLC","['right', 'thanks', 'lot']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'sure', 'jim', 'll', 'try', 'answer', 'questions', 'together', 'best', 'ability', 'sit', 'today', 'biggest', 'single', 'driver', 'sequential', 'decline', 'fact', 're', 'expecting', 'fact', 'yield', 'curve', 'yield', 'curve', 'changed', 'little', 'bit', 'since', 'daniel', 'made', 'comments', 'conference', 'earlier', 'quarter', 'significantly', 'terms', 'deposit', 'balances', 'obviously', 'another', 'important', 'factor', 'light', 'fed', 'starting', 'cutting', 'cycle', 'feels', 'like', 'right', 'now', 'mentioned', 'prepared', 'remarks', 'consumer', 're', 'pretty', 'much', 'trough', 'right', 'speak', 'look', 'yieldseeking', 'behavior', 'come', 'quite', 'bit', 'that', 'longer', 'much', 'headwind', 'else', 'equal', 'look', 'checking', 'account', 'balances', 'pretty', 'stable', 'time', 'see', 'indication', 'consumers', 'kind', 'done', 'spending', 'cash', 'buffers', 'that', 'kind', 'supportive', 'consumer', 'deposit', 'balances', 'context', 'relevant', 'point', 'mix', 'where', 'rate', 'cuts', 'coming', 'expect', 'balances', 'price', 'pretty', 'high', 'betas', 'probably', 'mix', 'actually', 'peaking', 'around', 'now', 'move', 'wholesale', 've', 'actually', 'already', 'seeing', 'little', 'bit', 'growth', 'there', 'combine', 'sort', 'increasing', 'view', 'many', 'people', 'market', 'likely', 'end', 'announced', 'sometime', 'soon', 'that', 'also', 'little', 'bit', 'supportive', 'deposit', 'balances', 'maybe', 'll', 'well', 'guess', 'also', 'asked', 'little', 'bit', 'next', 'year', 'guess', 'one', 'thing', 'say', 'right', 'sequential', 'increase', 'nii', 'quarter', 'and', 'may', 'recall', 'investor', 'day', 'said', 'chance', 'would', 'see', 'sequential', 'increases', 'followed', 'sequential', 'declines', 'people', 'avoid', 'kind', 'drawing', 'conclusion', 'hit', 'trough', 'happens', 'that', 'essentially', 'exactly', 're', 'seeing', 'now', 'sit', 'now', 'given', 'yield', 'curve', 'assuming', 'yield', 'curve', 'materializes', 'obviously', 'see', 'pretty', 'clear', 'picture', 'sequential', 'declines', 'nii', 'markets', 'trough', 'may', 'happening', 'sometime', 'middle', 'next', 'year', 'point', 'combination', 'balances', 'card', 'revolve', 'growth', 'factors', 'return', 'sequential', 'growth', 'obviously', 're', 'guessing', 'pretty', 'far', 'future', 'll', 'give', 'formal', 'guidance', 'stuff', 'next', 'quarter', 'think', 'gives', 'better', 'framework', 'work', 'with']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'sure', 'extending', 'duration', 'steve', 'know', 'obviously', 'think', 'important', 'say', 'else', 'equal', 'extending', 'duration', 'change', 'expected', 'nii', 'assume', 'policy', 'rate', 'follows', 'forward', 'right', 'point', 'one', 'point', 'two', 'curve', 'remains', 'inverted', 'even', 'believe', 'policy', 'rate', 'follows', 'forwards', 'extending', 'right', 'actually', 'headwind', 'shortterm', 'nii', 'like', 'consideration', 'either', 'way', 'think', 'that', 'worth', 'saying', 'broader', 'audience', 'quite', 'different', 'situation', 'numbers', '']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Steven Chubak,Q,"Analyst, Wolfe Research LLC","['aversion', 'past', 'anticipate', 'redeploying', 'additional', 'excess', 'liquidity', 'amid', 'expectation', 'deeper', 'rate', 'cuts']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['', 'people', 'mortgages', 'right']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Betsy L. Graseck,Q,"Analyst, Morgan Stanley & Co. LLC","['loans', 'apple', 'card']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Betsy L. Graseck,Q,"Analyst, Morgan Stanley & Co. LLC","['okay', 'one', 'jamie', 'jamie', 'talk', 'already', 'quite', 'bit', 'capital', 'have', 'capital', 'store', 'wanted', 'understand', 'thinking', 'opportunity', 'set', 'that', 'front', 'regard', 'using', 'potentially', 'portfolio', 'acquisitions', 'realize', 'depositories', 'docket', 'know', 'there', 'portfolios', 'might', 'looking', 'home', 'could', 'give', 'sense', 'interested', 'might', 'acquiring', 'assets', 'stage']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['core', 'nii', 'nii', 'again', 'reiterating', 'time', 'consensus', '', 'billion', 'consensus', 'billion', 'nii', 'point', 'number', 'remains', 'assetsensitive', 'number', 'indicated', 'insufficient', 'amount', 'sequential', 'decline', 'yearonyear', 'current', 'consensus', 'see', 'nii', 'markets', 'billion', 've', 'noted', 'that', 'closer', 'albeit', 'maybe', 'still', 'little', 'bit', 'toppy']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Betsy L. Graseck,Q,"Analyst, Morgan Stanley & Co. LLC","['daniel', 'comments', 'september', 'nii', 'total', 'nii', 'markets', 'could', 'clarify', 'that']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Erika Najarian,Q,"Analyst, UBS Securities LLC","['ask', 'second', 'question', 'and', 'jamie', 'completely', 'understand', 'frustration', 'fair', 'longterm', 'shareholders', 'really', 'care', 'whether', 'billion', 'billion', 'right', 'care', 'return', 'equity', 'end', 'mean', 'insane', 'much', 'capital', 'generate', 'quarter', 'basis', 'points', 'quarter', 'beyond', 'standard', 'boilerplate', 'questions', 'going', 'get', 'buyback', 'organic', 'growth', 'yada', 'yada', 'dividend', 'increases', 'think', 'jpmorgan', 'deploying', 'capital', 'mean', 'world', 'generally', 'oyster', 'right', 'dominant', 'already', 'could', 'use', 'capital', 'enhance', 'business', 'again', 'beyond', 'boilerplate', 'conversation', 'always', 'get', 'every', 'quarter', 'shareholders', 'think', 'thinking', 'opportunities', 'deploy', 'capital']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
